ProductKey,product_item_code,subcategory,productcategory,EnglishProductName,Color,Size,ProductLine,ModelName,EnglishDescription,Product_Status
337,BK-R50B-62,Road Bikes,Bikes,"Road-650 Black, 62",Black,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
338,BK-R50B-44,Road Bikes,Bikes,"Road-650 Black, 44",Black,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
339,BK-R50B-44,Road Bikes,Bikes,"Road-650 Black, 44",Black,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
340,BK-R50B-48,Road Bikes,Bikes,"Road-650 Black, 48",Black,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
341,BK-R50B-48,Road Bikes,Bikes,"Road-650 Black, 48",Black,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
342,BK-R50B-52,Road Bikes,Bikes,"Road-650 Black, 52",Black,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
343,BK-R50B-52,Road Bikes,Bikes,"Road-650 Black, 52",Black,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
344,BK-M82S-38,Mountain Bikes,Bikes,"Mountain-100 Silver, 38",Silver,38,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
345,BK-M82S-42,Mountain Bikes,Bikes,"Mountain-100 Silver, 42",Silver,42,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
346,BK-M82S-44,Mountain Bikes,Bikes,"Mountain-100 Silver, 44",Silver,44,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
347,BK-M82S-48,Mountain Bikes,Bikes,"Mountain-100 Silver, 48",Silver,48,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
348,BK-M82B-38,Mountain Bikes,Bikes,"Mountain-100 Black, 38",Black,38,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
349,BK-M82B-42,Mountain Bikes,Bikes,"Mountain-100 Black, 42",Black,42,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
350,BK-M82B-44,Mountain Bikes,Bikes,"Mountain-100 Black, 44",Black,44,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
351,BK-M82B-48,Mountain Bikes,Bikes,"Mountain-100 Black, 48",Black,48,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
352,BK-M68S-38,Mountain Bikes,Bikes,"Mountain-200 Silver, 38",Silver,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
353,BK-M68S-38,Mountain Bikes,Bikes,"Mountain-200 Silver, 38",Silver,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
354,BK-M68S-42,Mountain Bikes,Bikes,"Mountain-200 Silver, 42",Silver,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
355,BK-M68S-42,Mountain Bikes,Bikes,"Mountain-200 Silver, 42",Silver,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
356,BK-M68S-46,Mountain Bikes,Bikes,"Mountain-200 Silver, 46",Silver,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
357,BK-M68S-46,Mountain Bikes,Bikes,"Mountain-200 Silver, 46",Silver,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
358,BK-M68B-38,Mountain Bikes,Bikes,"Mountain-200 Black, 38",Black,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
359,BK-M68B-38,Mountain Bikes,Bikes,"Mountain-200 Black, 38",Black,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
360,BK-M68B-42,Mountain Bikes,Bikes,"Mountain-200 Black, 42",Black,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
361,BK-M68B-42,Mountain Bikes,Bikes,"Mountain-200 Black, 42",Black,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
362,BK-M68B-46,Mountain Bikes,Bikes,"Mountain-200 Black, 46",Black,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
363,BK-M68B-46,Mountain Bikes,Bikes,"Mountain-200 Black, 46",Black,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
364,BK-M47B-38,Mountain Bikes,Bikes,"Mountain-300 Black, 38",Black,38,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate
365,BK-M47B-40,Mountain Bikes,Bikes,"Mountain-300 Black, 40",Black,40,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate
366,BK-M47B-44,Mountain Bikes,Bikes,"Mountain-300 Black, 44",Black,44,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate
367,BK-M47B-48,Mountain Bikes,Bikes,"Mountain-300 Black, 48",Black,48,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate
368,BK-R89R-44,Road Bikes,Bikes,"Road-250 Red, 44",Red,44,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
369,BK-R89R-48,Road Bikes,Bikes,"Road-250 Red, 48",Red,48,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
370,BK-R89R-52,Road Bikes,Bikes,"Road-250 Red, 52",Red,52,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
371,BK-R89R-58,Road Bikes,Bikes,"Road-250 Red, 58",Red,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
372,BK-R89R-58,Road Bikes,Bikes,"Road-250 Red, 58",Red,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
373,BK-R89B-44,Road Bikes,Bikes,"Road-250 Black, 44",Black,44,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
374,BK-R89B-44,Road Bikes,Bikes,"Road-250 Black, 44",Black,44,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
375,BK-R89B-48,Road Bikes,Bikes,"Road-250 Black, 48",Black,48,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
376,BK-R89B-48,Road Bikes,Bikes,"Road-250 Black, 48",Black,48,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
377,BK-R89B-52,Road Bikes,Bikes,"Road-250 Black, 52",Black,52,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
378,BK-R89B-52,Road Bikes,Bikes,"Road-250 Black, 52",Black,52,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
379,BK-R89B-58,Road Bikes,Bikes,"Road-250 Black, 58",Black,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
380,BK-R89B-58,Road Bikes,Bikes,"Road-250 Black, 58",Black,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
381,BK-R64Y-38,Road Bikes,Bikes,"Road-550-W Yellow, 38",Yellow,38,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate
382,BK-R64Y-38,Road Bikes,Bikes,"Road-550-W Yellow, 38",Yellow,38,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
383,BK-R64Y-40,Road Bikes,Bikes,"Road-550-W Yellow, 40",Yellow,40,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate
384,BK-R64Y-40,Road Bikes,Bikes,"Road-550-W Yellow, 40",Yellow,40,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
385,BK-R64Y-42,Road Bikes,Bikes,"Road-550-W Yellow, 42",Yellow,42,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate
386,BK-R64Y-42,Road Bikes,Bikes,"Road-550-W Yellow, 42",Yellow,42,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
387,BK-R64Y-44,Road Bikes,Bikes,"Road-550-W Yellow, 44",Yellow,44,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate
388,BK-R64Y-44,Road Bikes,Bikes,"Road-550-W Yellow, 44",Yellow,44,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
389,BK-R64Y-48,Road Bikes,Bikes,"Road-550-W Yellow, 48",Yellow,48,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate
390,BK-R64Y-48,Road Bikes,Bikes,"Road-550-W Yellow, 48",Yellow,48,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
391,FK-1639,Forks,Components,LL Fork,NA,NULL,NULL,LL Fork,Stout design absorbs shock and offers more precise steering.,Outdate
392,FK-5136,Forks,Components,ML Fork,NA,NULL,NULL,ML Fork,Composite road fork with an aluminum steerer tube.,Outdate
393,FK-9939,Forks,Components,HL Fork,NA,NULL,NULL,HL Fork,High-performance carbon road fork with curved legs.,Outdate
394,HS-0296,Headsets,Components,LL Headset,NA,NULL,NULL,LL Headset,Threadless headset provides quality at an economical price.,Outdate
395,HS-2451,Headsets,Components,ML Headset,NA,NULL,NULL,ML Headset,Sealed cartridge keeps dirt out.,Outdate
396,HS-3479,Headsets,Components,HL Headset,NA,NULL,NULL,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",Outdate
397,HB-M243,Handlebars,Components,LL Mountain Handlebars,NA,NULL,"M ",LL Mountain Handlebars,All-purpose bar for on or off-road.,Outdate
398,HB-M243,Handlebars,Components,LL Mountain Handlebars,NA,NULL,"M ",LL Mountain Handlebars,All-purpose bar for on or off-road.,Current
399,HB-M763,Handlebars,Components,ML Mountain Handlebars,NA,NULL,"M ",ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,Outdate
400,HB-M763,Handlebars,Components,ML Mountain Handlebars,NA,NULL,"M ",ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,Current
401,HB-M918,Handlebars,Components,HL Mountain Handlebars,NA,NULL,"M ",HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,Outdate
402,HB-M918,Handlebars,Components,HL Mountain Handlebars,NA,NULL,"M ",HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,Current
403,HB-R504,Handlebars,Components,LL Road Handlebars,NA,NULL,"R ",LL Road Handlebars,Unique shape provides easier reach to the levers.,Outdate
404,HB-R504,Handlebars,Components,LL Road Handlebars,NA,NULL,"R ",LL Road Handlebars,Unique shape provides easier reach to the levers.,Current
405,HB-R720,Handlebars,Components,ML Road Handlebars,NA,NULL,"R ",ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,Outdate
406,HB-R720,Handlebars,Components,ML Road Handlebars,NA,NULL,"R ",ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,Current
407,HB-R956,Handlebars,Components,HL Road Handlebars,NA,NULL,"R ",HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,Outdate
408,HB-R956,Handlebars,Components,HL Road Handlebars,NA,NULL,"R ",HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,Current
409,FR-M63B-38,Mountain Frames,Components,"ML Mountain Frame - Black, 38",Black,38,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Outdate
410,FW-M423,Wheels,Components,LL Mountain Front Wheel,Black,NULL,"M ",LL Mountain Front Wheel,Replacement mountain wheel for entry-level rider.,Outdate
411,FW-M762,Wheels,Components,ML Mountain Front Wheel,Black,NULL,"M ",ML Mountain Front Wheel,Replacement mountain wheel for the casual to serious rider.,Outdate
412,FW-M928,Wheels,Components,HL Mountain Front Wheel,Black,NULL,"M ",HL Mountain Front Wheel,High-performance mountain replacement wheel.,Outdate
413,FW-R623,Wheels,Components,LL Road Front Wheel,Black,NULL,"R ",LL Road Front Wheel,Replacement road front wheel for entry-level cyclist.,Outdate
414,FW-R762,Wheels,Components,ML Road Front Wheel,Black,NULL,"R ",ML Road Front Wheel,Sturdy alloy features a quick-release hub.,Outdate
415,FW-R820,Wheels,Components,HL Road Front Wheel,Black,NULL,"R ",HL Road Front Wheel,Strong wheel with double-walled rim.,Outdate
416,FW-T905,Wheels,Components,Touring Front Wheel,Black,NULL,"T ",Touring Front Wheel,Aerodynamic rims for smooth riding.,Outdate
417,FR-R72Y-38,Road Frames,Components,"ML Road Frame-W - Yellow, 38",Yellow,38,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate
418,FR-R72Y-38,Road Frames,Components,"ML Road Frame-W - Yellow, 38",Yellow,38,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
419,RW-M423,Wheels,Components,LL Mountain Rear Wheel,Black,NULL,"M ",LL Mountain Rear Wheel,Replacement mountain wheel for entry-level rider.,Outdate
420,RW-M762,Wheels,Components,ML Mountain Rear Wheel,Black,NULL,"M ",ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,Outdate
421,RW-M928,Wheels,Components,HL Mountain Rear Wheel,Black,NULL,"M ",HL Mountain Rear Wheel,High-performance mountain replacement wheel.,Outdate
422,RW-R623,Wheels,Components,LL Road Rear Wheel,Black,NULL,"R ",LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,Outdate
423,RW-R762,Wheels,Components,ML Road Rear Wheel,Black,NULL,"R ",ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,Outdate
424,RW-R820,Wheels,Components,HL Road Rear Wheel,Black,NULL,"R ",HL Road Rear Wheel,Strong rear wheel with double-walled rim.,Outdate
425,RW-T905,Wheels,Components,Touring Rear Wheel,Black,NULL,"T ",Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,Outdate
426,FR-M63B-40,Mountain Frames,Components,"ML Mountain Frame - Black, 40",Black,40,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Outdate
427,FR-M63B-44,Mountain Frames,Components,"ML Mountain Frame - Black, 44",Black,44,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Outdate
428,FR-M63B-48,Mountain Frames,Components,"ML Mountain Frame - Black, 48",Black,48,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Outdate
429,FR-R72Y-40,Road Frames,Components,"ML Road Frame-W - Yellow, 40",Yellow,40,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate
430,FR-R72Y-40,Road Frames,Components,"ML Road Frame-W - Yellow, 40",Yellow,40,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
431,FR-R72Y-42,Road Frames,Components,"ML Road Frame-W - Yellow, 42",Yellow,42,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate
432,FR-R72Y-42,Road Frames,Components,"ML Road Frame-W - Yellow, 42",Yellow,42,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
433,FR-R72Y-44,Road Frames,Components,"ML Road Frame-W - Yellow, 44",Yellow,44,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate
434,FR-R72Y-44,Road Frames,Components,"ML Road Frame-W - Yellow, 44",Yellow,44,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
435,FR-R72Y-48,Road Frames,Components,"ML Road Frame-W - Yellow, 48",Yellow,48,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate
436,FR-R72Y-48,Road Frames,Components,"ML Road Frame-W - Yellow, 48",Yellow,48,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
437,FR-R92B-62,Road Frames,Components,"HL Road Frame - Black, 62",Black,62,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
438,FR-R92B-62,Road Frames,Components,"HL Road Frame - Black, 62",Black,62,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
439,FR-R92B-44,Road Frames,Components,"HL Road Frame - Black, 44",Black,44,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
440,FR-R92B-44,Road Frames,Components,"HL Road Frame - Black, 44",Black,44,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
441,FR-R92B-48,Road Frames,Components,"HL Road Frame - Black, 48",Black,48,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
442,FR-R92B-48,Road Frames,Components,"HL Road Frame - Black, 48",Black,48,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
443,FR-R92B-52,Road Frames,Components,"HL Road Frame - Black, 52",Black,52,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
444,FR-R92B-52,Road Frames,Components,"HL Road Frame - Black, 52",Black,52,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
445,SH-M897-S,Shorts,Clothing,"Men's Sports Shorts, S",Black,S,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate
446,PA-T100,Panniers,Accessories,"Touring-Panniers, Large",Grey,NULL,"T ",Touring-Panniers,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",Outdate
447,LO-C100,Locks,Accessories,Cable Lock,NA,NULL,"S ",Cable Lock,"Wraps to fit front and rear tires, carrier and 2 keys included.",Outdate
448,PU-0452,Pumps,Accessories,Minipump,NA,NULL,"S ",Minipump,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,Outdate
449,PU-M044,Pumps,Accessories,Mountain Pump,NA,NULL,"M ",Mountain Pump,Simple and light-weight. Emergency patches stored in handle.,Outdate
450,LT-T990,Lights,Accessories,Taillights - Battery-Powered,NA,NULL,"R ",Taillight,Affordable light for safe night riding - uses 3 AAA batteries,Outdate
451,LT-H902,Lights,Accessories,Headlights - Dual-Beam,NA,NULL,"R ",Headlights - Dual-Beam,Rechargeable dual-beam headlight.,Outdate
452,LT-H903,Lights,Accessories,Headlights - Weatherproof,NA,NULL,"R ",Headlights - Weatherproof,Rugged weatherproof headlight.,Outdate
453,SH-M897-M,Shorts,Clothing,"Men's Sports Shorts, M",Black,M,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate
454,SH-M897-L,Shorts,Clothing,"Men's Sports Shorts, L",Black,L,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate
455,SH-M897-X,Shorts,Clothing,"Men's Sports Shorts, XL",Black,XL,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate
456,TG-W091-S,Tights,Clothing,"Women's Tights, S",Black,S,"S ",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Outdate
457,TG-W091-M,Tights,Clothing,"Women's Tights, M",Black,M,"S ",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Outdate
458,TG-W091-L,Tights,Clothing,"Women's Tights, L",Black,L,"S ",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Outdate
459,SB-M891-S,Bib-Shorts,Clothing,"Men's Bib-Shorts, S",Multi,S,"S ",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Outdate
460,SB-M891-M,Bib-Shorts,Clothing,"Men's Bib-Shorts, M",Multi,M,"S ",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Outdate
461,SB-M891-L,Bib-Shorts,Clothing,"Men's Bib-Shorts, L",Multi,L,"S ",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Outdate
462,GL-H102-S,Gloves,Clothing,"Half-Finger Gloves, S",Black,S,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Outdate
463,GL-H102-S,Gloves,Clothing,"Half-Finger Gloves, S",Black,S,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current
464,GL-H102-M,Gloves,Clothing,"Half-Finger Gloves, M",Black,M,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Outdate
465,GL-H102-M,Gloves,Clothing,"Half-Finger Gloves, M",Black,M,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current
466,GL-H102-L,Gloves,Clothing,"Half-Finger Gloves, L",Black,L,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Outdate
467,GL-H102-L,Gloves,Clothing,"Half-Finger Gloves, L",Black,L,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current
468,GL-F110-S,Gloves,Clothing,"Full-Finger Gloves, S",Black,S,"M ",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Outdate
469,GL-F110-M,Gloves,Clothing,"Full-Finger Gloves, M",Black,M,"M ",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Outdate
470,GL-F110-L,Gloves,Clothing,"Full-Finger Gloves, L",Black,L,"M ",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Outdate
471,VE-C304-S,Vests,Clothing,"Classic Vest, S",Blue,S,"S ",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current
472,VE-C304-M,Vests,Clothing,"Classic Vest, M",Blue,M,"S ",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current
473,VE-C304-L,Vests,Clothing,"Classic Vest, L",Blue,L,"S ",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current
474,SH-W890-S,Shorts,Clothing,"Women's Mountain Shorts, S",Black,S,"M ",Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current
475,SH-W890-M,Shorts,Clothing,"Women's Mountain Shorts, M",Black,M,"M ",Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current
476,SH-W890-L,Shorts,Clothing,"Women's Mountain Shorts, L",Black,L,"M ",Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current
477,WB-H098,Bottles and Cages,Accessories,Water Bottle - 30 oz.,NA,NULL,"S ",Water Bottle,AWC logo water bottle - holds 30 oz; leak-proof.,Current
478,BC-M005,Bottles and Cages,Accessories,Mountain Bottle Cage,NA,NULL,"M ",Mountain Bottle Cage,Tough aluminum cage holds bottle securly on tough terrain.,Current
479,BC-R205,Bottles and Cages,Accessories,Road Bottle Cage,NA,NULL,"R ",Road Bottle Cage,Aluminum cage is lighter than our mountain version; perfect for long distance trips.,Current
480,PK-7098,Tires and Tubes,Accessories,Patch Kit/8 Patches,NA,NULL,"S ",Patch kit,"Includes 8 different size patches, glue and sandpaper.",Current
481,SO-R809-M,Socks,Clothing,"Racing Socks, M",White,M,"R ",Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",Current
482,SO-R809-L,Socks,Clothing,"Racing Socks, L",White,L,"R ",Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",Current
